,approach,model_label,classifier,preprocessing,undersampling,anomaly,metric,1,import_order,absolute
5352,BERT,7_5_2_1_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.08769391158179474,5320,0.7928420022827327
5408,BERT,7_3_9_2_BERT_BASE_PP_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,PP,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.08235293447744307,5376,0.787501025178381
5464,BERT,7_5_2_2_BERT_BASE_raw_UNfrozen_layers_8_9_10_11_concat_layers_8_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.1086395479678417,5432,0.8137876386687797
4928,BERT,7_5_4_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened_large_LR,BERT_BASE FROZEN,raw,0,Anomaly_Aircraft Equipment,precision,-0.8226899235980971,4928,0.0
4984,BERT,7_5_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened,BERT_BASE FROZEN,raw,0,Anomaly_Aircraft Equipment,precision,-0.016046661378275373,4984,0.8066432622198217
5040,BERT,7_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,raw,0,Anomaly_Aircraft Equipment,precision,-0.11086428119260805,5040,0.7118256424054891
5096,BERT,7_5_1_BERT_BASE_raw_FROZEN_concat_layers_9_10_11_12_,BERT_BASE FROZEN,raw,0,Anomaly_Aircraft Equipment,precision,-0.10314282891102478,5096,0.7195470946870723
5152,BERT,7_4_1_BERT_BASE_PP_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,PP,0,Anomaly_Aircraft Equipment,precision,-0.08083528700661846,5152,0.7418546365914787
5208,BERT,7_3_9_3_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,raw,0,Anomaly_Aircraft Equipment,precision,0.059223977508127024,5208,0.8819139011062241
5264,BERT,7_5_2_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_12_,BERT_BASE UNFROZEN,raw,0,Anomaly_Aircraft Equipment,precision,0.029787414040050142,5264,0.8524773376381473
5320,BERT,7_5_2_1_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Aircraft Equipment,precision,0.07224519569867982,5320,0.8949351192967769
5376,BERT,7_3_9_2_BERT_BASE_PP_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,PP,0,Anomaly_Aircraft Equipment,precision,0.06317888793983106,5376,0.8858688115379282
5432,BERT,7_5_2_2_BERT_BASE_raw_UNfrozen_layers_8_9_10_11_concat_layers_8_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Aircraft Equipment,precision,0.04841655365982023,5432,0.8711064772579173
4944,BERT,7_5_4_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened_large_LR,BERT_BASE FROZEN,raw,0,Anomaly_Conflict,precision,-0.687607277720563,4928,0.0
5000,BERT,7_5_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened,BERT_BASE FROZEN,raw,0,Anomaly_Conflict,precision,0.02289656514877947,4984,0.7105038428693424
5056,BERT,7_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,raw,0,Anomaly_Conflict,precision,0.09871750860422335,5040,0.7863247863247863
5112,BERT,7_5_1_BERT_BASE_raw_FROZEN_concat_layers_9_10_11_12_,BERT_BASE FROZEN,raw,0,Anomaly_Conflict,precision,0.0374555890019852,5096,0.7250628667225482
5168,BERT,7_4_1_BERT_BASE_PP_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,PP,0,Anomaly_Conflict,precision,0.31239272227943704,5152,1.0
5224,BERT,7_3_9_3_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,raw,0,Anomaly_Conflict,precision,0.12436877018362869,5208,0.8119760479041916
5280,BERT,7_5_2_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_12_,BERT_BASE UNFROZEN,raw,0,Anomaly_Conflict,precision,0.1448880082630951,5264,0.8324952859836581
5336,BERT,7_5_2_1_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Conflict,precision,0.10832295483757659,5320,0.7959302325581395
5392,BERT,7_3_9_2_BERT_BASE_PP_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,PP,0,Anomaly_Conflict,precision,0.07246795065128009,5376,0.760075228371843
5448,BERT,7_5_2_2_BERT_BASE_raw_UNfrozen_layers_8_9_10_11_concat_layers_8_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Conflict,precision,0.12147269822652063,5432,0.8090799759470836
4976,BERT,7_5_4_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened_large_LR,BERT_BASE FROZEN,raw,0,Anomaly_Inflight Event / Encounter,precision,-0.6805390408244154,4928,0.0
5032,BERT,7_5_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened,BERT_BASE FROZEN,raw,0,Anomaly_Inflight Event / Encounter,precision,-0.007213541411959512,4984,0.6733254994124559
5088,BERT,7_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,raw,0,Anomaly_Inflight Event / Encounter,precision,-0.3036159639013385,5040,0.3769230769230769
5144,BERT,7_5_1_BERT_BASE_raw_FROZEN_concat_layers_9_10_11_12_,BERT_BASE FROZEN,raw,0,Anomaly_Inflight Event / Encounter,precision,-0.043419927251008184,5096,0.6371191135734072
5200,BERT,7_4_1_BERT_BASE_PP_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,PP,0,Anomaly_Inflight Event / Encounter,precision,-0.6805390408244154,5152,0.0
5256,BERT,7_3_9_3_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,raw,0,Anomaly_Inflight Event / Encounter,precision,0.08034508509654914,5208,0.7608841259209645
5312,BERT,7_5_2_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_12_,BERT_BASE UNFROZEN,raw,0,Anomaly_Inflight Event / Encounter,precision,0.09816132018641488,5264,0.7787003610108303
5368,BERT,7_5_2_1_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Inflight Event / Encounter,precision,0.08765407241662115,5320,0.7681931132410366
5424,BERT,7_3_9_2_BERT_BASE_PP_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,PP,0,Anomaly_Inflight Event / Encounter,precision,0.026763668245078143,5376,0.7073027090694936
5480,BERT,7_5_2_2_BERT_BASE_raw_UNfrozen_layers_8_9_10_11_concat_layers_8_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Inflight Event / Encounter,precision,0.09139714481735395,5432,0.7719361856417694
4936,BERT,7_5_4_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened_large_LR,BERT_BASE FROZEN,raw,0,Anomaly_ATC Issue,precision,-0.643883495145631,4928,0.0
4992,BERT,7_5_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened,BERT_BASE FROZEN,raw,0,Anomaly_ATC Issue,precision,0.07765873251654765,4984,0.7215422276621787
5048,BERT,7_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,raw,0,Anomaly_ATC Issue,precision,0.10293404375111581,5040,0.7468175388967468
5104,BERT,7_5_1_BERT_BASE_raw_FROZEN_concat_layers_9_10_11_12_,BERT_BASE FROZEN,raw,0,Anomaly_ATC Issue,precision,0.08705427873692817,5096,0.7309377738825592
5160,BERT,7_4_1_BERT_BASE_PP_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,PP,0,Anomaly_ATC Issue,precision,0.022783171521035595,5152,0.6666666666666666
5216,BERT,7_3_9_3_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,raw,0,Anomaly_ATC Issue,precision,0.12292471433773766,5208,0.7668082094833687
5272,BERT,7_5_2_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_12_,BERT_BASE UNFROZEN,raw,0,Anomaly_ATC Issue,precision,0.14021627102740097,5264,0.784099766173032
5328,BERT,7_5_2_1_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_ATC Issue,precision,0.08232631323371287,5320,0.7262098083793439
5384,BERT,7_3_9_2_BERT_BASE_PP_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,PP,0,Anomaly_ATC Issue,precision,0.038927520998718435,5376,0.6828110161443495
5440,BERT,7_5_2_2_BERT_BASE_raw_UNfrozen_layers_8_9_10_11_concat_layers_8_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_ATC Issue,precision,0.16963837847345864,5432,0.8135218736190897
4948,BERT,7_5_4_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened_large_LR,BERT_BASE FROZEN,raw,0,Anomaly_Deviation - Altitude,precision,-0.5505770536320435,4928,0.0
5004,BERT,7_5_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened,BERT_BASE FROZEN,raw,0,Anomaly_Deviation - Altitude,precision,0.06901948815470005,4984,0.6195965417867435
5060,BERT,7_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,raw,0,Anomaly_Deviation - Altitude,precision,-0.5505770536320435,5040,0.0
5116,BERT,7_5_1_BERT_BASE_raw_FROZEN_concat_layers_9_10_11_12_,BERT_BASE FROZEN,raw,0,Anomaly_Deviation - Altitude,precision,-0.050577053632043456,5096,0.5
5172,BERT,7_4_1_BERT_BASE_PP_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,PP,0,Anomaly_Deviation - Altitude,precision,-0.5505770536320435,5152,0.0
5228,BERT,7_3_9_3_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,raw,0,Anomaly_Deviation - Altitude,precision,0.1832885484970317,5208,0.7338656021290751
5284,BERT,7_5_2_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_12_,BERT_BASE UNFROZEN,raw,0,Anomaly_Deviation - Altitude,precision,0.1932245992605185,5264,0.743801652892562
5340,BERT,7_5_2_1_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Deviation - Altitude,precision,0.1967539072220491,5320,0.7473309608540926
5396,BERT,7_3_9_2_BERT_BASE_PP_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,PP,0,Anomaly_Deviation - Altitude,precision,0.14783564478065492,5376,0.6984126984126984
5452,BERT,7_5_2_2_BERT_BASE_raw_UNfrozen_layers_8_9_10_11_concat_layers_8_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Deviation - Altitude,precision,0.12119537525198276,5432,0.6717724288840262
4956,BERT,7_5_4_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened_large_LR,BERT_BASE FROZEN,raw,0,Anomaly_Deviation - Track / Heading,precision,-0.5252784918594687,4928,0.0
5012,BERT,7_5_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened,BERT_BASE FROZEN,raw,0,Anomaly_Deviation - Track / Heading,precision,0.012827743706351091,4984,0.5381062355658198
5068,BERT,7_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,raw,0,Anomaly_Deviation - Track / Heading,precision,-0.5252784918594687,5040,0.0
5124,BERT,7_5_1_BERT_BASE_raw_FROZEN_concat_layers_9_10_11_12_,BERT_BASE FROZEN,raw,0,Anomaly_Deviation - Track / Heading,precision,-0.19194515852613542,5096,0.3333333333333333
5180,BERT,7_4_1_BERT_BASE_PP_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,PP,0,Anomaly_Deviation - Track / Heading,precision,-0.5252784918594687,5152,0.0
5236,BERT,7_3_9_3_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,raw,0,Anomaly_Deviation - Track / Heading,precision,0.1654572029634196,5208,0.6907356948228883
5292,BERT,7_5_2_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_12_,BERT_BASE UNFROZEN,raw,0,Anomaly_Deviation - Track / Heading,precision,0.2738713487356429,5264,0.7991498405951116
5348,BERT,7_5_2_1_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Deviation - Track / Heading,precision,0.1653582122603815,5320,0.6906367041198502
5404,BERT,7_3_9_2_BERT_BASE_PP_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,PP,0,Anomaly_Deviation - Track / Heading,precision,0.22909213751116064,5376,0.7543706293706294
5460,BERT,7_5_2_2_BERT_BASE_raw_UNfrozen_layers_8_9_10_11_concat_layers_8_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Deviation - Track / Heading,precision,0.22157817201312136,5432,0.7468566638725901
4972,BERT,7_5_4_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened_large_LR,BERT_BASE FROZEN,raw,0,Anomaly_Ground Event / Encounter,precision,-0.5824390243902439,4928,0.0
5028,BERT,7_5_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened,BERT_BASE FROZEN,raw,0,Anomaly_Ground Event / Encounter,precision,-0.005884000466798933,4984,0.5765550239234449
5084,BERT,7_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,raw,0,Anomaly_Ground Event / Encounter,precision,-0.5824390243902439,5040,0.0
5140,BERT,7_5_1_BERT_BASE_raw_FROZEN_concat_layers_9_10_11_12_,BERT_BASE FROZEN,raw,0,Anomaly_Ground Event / Encounter,precision,0.042560975609756135,5096,0.625
5196,BERT,7_4_1_BERT_BASE_PP_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,PP,0,Anomaly_Ground Event / Encounter,precision,-0.5824390243902439,5152,0.0
5252,BERT,7_3_9_3_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,raw,0,Anomaly_Ground Event / Encounter,precision,0.12323154266646186,5208,0.7056705670567057
5308,BERT,7_5_2_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_12_,BERT_BASE UNFROZEN,raw,0,Anomaly_Ground Event / Encounter,precision,0.09739636655625816,5264,0.679835390946502
5364,BERT,7_5_2_1_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Ground Event / Encounter,precision,0.056028076115902214,5320,0.6384671005061461
5420,BERT,7_3_9_2_BERT_BASE_PP_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,PP,0,Anomaly_Ground Event / Encounter,precision,0.05677939849880009,5376,0.639218422889044
5476,BERT,7_5_2_2_BERT_BASE_raw_UNfrozen_layers_8_9_10_11_concat_layers_8_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Ground Event / Encounter,precision,0.13760229792380574,5432,0.7200413223140496
4940,BERT,7_5_4_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened_large_LR,BERT_BASE FROZEN,raw,0,Anomaly_Flight Deck / Cabin / Aircraft Event,precision,-0.7555163283318623,4928,0.0
4996,BERT,7_5_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened,BERT_BASE FROZEN,raw,0,Anomaly_Flight Deck / Cabin / Aircraft Event,precision,0.037076264260730296,4984,0.7925925925925926
5052,BERT,7_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,raw,0,Anomaly_Flight Deck / Cabin / Aircraft Event,precision,0.24448367166813767,5040,1.0
5108,BERT,7_5_1_BERT_BASE_raw_FROZEN_concat_layers_9_10_11_12_,BERT_BASE FROZEN,raw,0,Anomaly_Flight Deck / Cabin / Aircraft Event,precision,0.028914809392688534,5096,0.7844311377245509
5164,BERT,7_4_1_BERT_BASE_PP_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,PP,0,Anomaly_Flight Deck / Cabin / Aircraft Event,precision,-0.7555163283318623,5152,0.0
5220,BERT,7_3_9_3_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,raw,0,Anomaly_Flight Deck / Cabin / Aircraft Event,precision,0.04268994969504347,5208,0.7982062780269058
5276,BERT,7_5_2_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_12_,BERT_BASE UNFROZEN,raw,0,Anomaly_Flight Deck / Cabin / Aircraft Event,precision,0.10285277038058405,5264,0.8583690987124464
5332,BERT,7_5_2_1_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Flight Deck / Cabin / Aircraft Event,precision,0.09234691953138552,5320,0.8478632478632478
5388,BERT,7_3_9_2_BERT_BASE_PP_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,PP,0,Anomaly_Flight Deck / Cabin / Aircraft Event,precision,0.08663458233596077,5376,0.8421509106678231
5444,BERT,7_5_2_2_BERT_BASE_raw_UNfrozen_layers_8_9_10_11_concat_layers_8_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Flight Deck / Cabin / Aircraft Event,precision,0.08156232335353097,5432,0.8370786516853933
4968,BERT,7_5_4_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened_large_LR,BERT_BASE FROZEN,raw,0,Anomaly_Ground Incursion,precision,-0.6022471910112359,4928,0.0
5024,BERT,7_5_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened,BERT_BASE FROZEN,raw,0,Anomaly_Ground Incursion,precision,0.04605102616866685,4984,0.6482982171799028
5080,BERT,7_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,raw,0,Anomaly_Ground Incursion,precision,-0.6022471910112359,5040,0.0
5136,BERT,7_5_1_BERT_BASE_raw_FROZEN_concat_layers_9_10_11_12_,BERT_BASE FROZEN,raw,0,Anomaly_Ground Incursion,precision,0.1644194756554308,5096,0.7666666666666667
5192,BERT,7_4_1_BERT_BASE_PP_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,PP,0,Anomaly_Ground Incursion,precision,-0.6022471910112359,5152,0.0
5248,BERT,7_3_9_3_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,raw,0,Anomaly_Ground Incursion,precision,0.1274010501947942,5208,0.7296482412060301
5304,BERT,7_5_2_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_12_,BERT_BASE UNFROZEN,raw,0,Anomaly_Ground Incursion,precision,0.13734725936229664,5264,0.7395944503735326
5360,BERT,7_5_2_1_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Ground Incursion,precision,0.1429348218367298,5320,0.7451820128479657
5416,BERT,7_3_9_2_BERT_BASE_PP_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,PP,0,Anomaly_Ground Incursion,precision,0.17392609418732008,5376,0.776173285198556
5472,BERT,7_5_2_2_BERT_BASE_raw_UNfrozen_layers_8_9_10_11_concat_layers_8_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Ground Incursion,precision,0.1505121908872188,5432,0.7527593818984547
4932,BERT,7_5_4_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened_large_LR,BERT_BASE FROZEN,raw,0,Anomaly_Airspace Violation,precision,-0.6010452961672473,4928,0.0
4988,BERT,7_5_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened,BERT_BASE FROZEN,raw,0,Anomaly_Airspace Violation,precision,-0.012004200276836352,4984,0.589041095890411
5044,BERT,7_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,raw,0,Anomaly_Airspace Violation,precision,-0.6010452961672473,5040,0.0
5100,BERT,7_5_1_BERT_BASE_raw_FROZEN_concat_layers_9_10_11_12_,BERT_BASE FROZEN,raw,0,Anomaly_Airspace Violation,precision,0.39895470383275267,5096,1.0
5156,BERT,7_4_1_BERT_BASE_PP_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,PP,0,Anomaly_Airspace Violation,precision,-0.6010452961672473,5152,0.0
5212,BERT,7_3_9_3_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,raw,0,Anomaly_Airspace Violation,precision,0.13332970383275267,5208,0.734375
5268,BERT,7_5_2_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_12_,BERT_BASE UNFROZEN,raw,0,Anomaly_Airspace Violation,precision,0.1124963704994193,5264,0.7135416666666666
5324,BERT,7_5_2_1_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Airspace Violation,precision,0.1520411235858391,5320,0.7530864197530864
5380,BERT,7_3_9_2_BERT_BASE_PP_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,PP,0,Anomaly_Airspace Violation,precision,0.20060759639473613,5376,0.8016528925619835
5436,BERT,7_5_2_2_BERT_BASE_raw_UNfrozen_layers_8_9_10_11_concat_layers_8_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Airspace Violation,precision,0.13003040104390806,5432,0.7310756972111554
4952,BERT,7_5_4_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened_large_LR,BERT_BASE FROZEN,raw,0,Anomaly_Deviation - Speed,precision,-0.4361111111111111,4928,0.0
5008,BERT,7_5_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened,BERT_BASE FROZEN,raw,0,Anomaly_Deviation - Speed,precision,-0.061111111111111116,4984,0.375
5064,BERT,7_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,raw,0,Anomaly_Deviation - Speed,precision,-0.4361111111111111,5040,0.0
5120,BERT,7_5_1_BERT_BASE_raw_FROZEN_concat_layers_9_10_11_12_,BERT_BASE FROZEN,raw,0,Anomaly_Deviation - Speed,precision,-0.4361111111111111,5096,0.0
5176,BERT,7_4_1_BERT_BASE_PP_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,PP,0,Anomaly_Deviation - Speed,precision,-0.4361111111111111,5152,0.0
5232,BERT,7_3_9_3_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,raw,0,Anomaly_Deviation - Speed,precision,0.13398234683281407,5208,0.5700934579439252
5288,BERT,7_5_2_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_12_,BERT_BASE UNFROZEN,raw,0,Anomaly_Deviation - Speed,precision,0.22575939248601118,5264,0.6618705035971223
5344,BERT,7_5_2_1_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Deviation - Speed,precision,0.21637115839243504,5320,0.6524822695035462
5400,BERT,7_3_9_2_BERT_BASE_PP_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,PP,0,Anomaly_Deviation - Speed,precision,0.21567460317460319,5376,0.6517857142857143
5456,BERT,7_5_2_2_BERT_BASE_raw_UNfrozen_layers_8_9_10_11_concat_layers_8_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Deviation - Speed,precision,0.19351851851851853,5432,0.6296296296296297
4964,BERT,7_5_4_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened_large_LR,BERT_BASE FROZEN,raw,0,Anomaly_Ground Excursion,precision,-0.5561959654178674,4928,0.0
5020,BERT,7_5_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_layer_11_flattened,BERT_BASE FROZEN,raw,0,Anomaly_Ground Excursion,precision,0.10596619674429475,4984,0.6621621621621622
5076,BERT,7_4_2_BERT_BASE_raw_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,raw,0,Anomaly_Ground Excursion,precision,-0.5561959654178674,5040,0.0
5132,BERT,7_5_1_BERT_BASE_raw_FROZEN_concat_layers_9_10_11_12_,BERT_BASE FROZEN,raw,0,Anomaly_Ground Excursion,precision,-0.5561959654178674,5096,0.0
5188,BERT,7_4_1_BERT_BASE_PP_FROZEN_concat_layers_NO_last_hidden_state_CLS,BERT_BASE FROZEN,PP,0,Anomaly_Ground Excursion,precision,-0.5561959654178674,5152,0.0
5244,BERT,7_3_9_3_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,raw,0,Anomaly_Ground Excursion,precision,0.22056244436806527,5208,0.7767584097859327
5300,BERT,7_5_2_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_12_,BERT_BASE UNFROZEN,raw,0,Anomaly_Ground Excursion,precision,0.09765018842828643,5264,0.6538461538461539
5356,BERT,7_5_2_1_BERT_BASE_raw_UNfrozen_layers_9_10_11_12_concat_layers_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Ground Excursion,precision,0.06777097673089294,5320,0.6239669421487604
5412,BERT,7_3_9_2_BERT_BASE_PP_UNfrozen_layers_9_10_11_12_concat_layers_NO_last_hidden_state_CLS,BERT_BASE UNFROZEN,PP,0,Anomaly_Ground Excursion,precision,0.18792168164095613,5376,0.7441176470588236
5468,BERT,7_5_2_2_BERT_BASE_raw_UNfrozen_layers_8_9_10_11_concat_layers_8_9_10_11_,BERT_BASE UNFROZEN,raw,0,Anomaly_Ground Excursion,precision,0.17826731141829077,5432,0.7344632768361582
